Folder,Filename,Path,Description,Error
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_9_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_9_top.jpg,"a close up of a stone wall with a small animal on it. The animal appears to be a deer, with its head turned to the side and its ears perked up. Its fur is a light brown color and its eyes are a deep black. The wall is made of a light-colored stone and has a rough texture.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_24_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_24_bottom.jpg,a cave with a bunch of clothes hanging from the side of it. The walls of the cave are made of rocks and there is a light illuminating the area.,
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_23_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_23_bottom.jpg,"a black and white photo of a tunnel with water flowing through it. The walls of the tunnel are visible, and the water is crystal clear, reflecting the light from the sun.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_25_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_25_bottom.jpg,"a man in a green shirt and white helmet standing in the water, holding a stick in his hand. On the right side of the image there is a wall, and in the background there are various objects.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_20_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_20_top.jpg,"a man standing in the middle of a flooded tunnel, holding a stick in his hand. The water is visible at the bottom of the tunnel, and there are various objects scattered around the area.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_5_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_5_bottom.jpg,"a brick wall with a metal pipe running along the top of it, and a ladder leaning against the wall on the left side.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_6_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_6_top.jpg,"a black and white photo of a stone wall with a pipe sticking out of it. The wall is made up of several stones, and the pipe is visible in the center of the image.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_11_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_11_top.jpg,"a brick wall with a small hole in it. The wall is made of bricks and has a rough texture. The hole is small and jagged, and the wall is weathered and aged.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_24_top.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_24_top.jpg,"a man standing on top of a rock next to a body of water, holding a stick in his hand. He is wearing footwear, suggesting he is ready to explore the depths of the water.",
T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte,page_11_bottom.jpg,T06 Robert F Garnier/doubles_images_pages/split_images/image_sans_texte/page_11_bottom.jpg,"a brick wall with a bunch of pipes sticking out of it. The pipes are of various sizes and colors, and the wall is made of a light-colored stone.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_21_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_21_top.jpg,"a dark tunnel with a light at the end of it, a pillar on the right side, and water at the bottom.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_30_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_30_top.jpg,"a small stream running through a dark tunnel, with water flowing over rocks and a wall at the top.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_13_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_13_bottom.jpg,"a close up of a concrete wall with a light shining through it, revealing a watermark on the right side.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_25_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_25_top.jpg,"a dark cave with rocks at the bottom and a light at the top. The walls of the cave are visible, and there are icicles hanging from the ceiling.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_22_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_22_bottom.jpg,"a man in a yellow jacket and hat standing in a cave, holding an object in his hand. The walls of the cave are visible in the background.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_34_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_34_bottom.jpg,"a body of water under a bridge at night, with a wall on the left side. The water is illuminated by the moonlight, creating a peaceful atmosphere.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_22_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_22_top.jpg,"a man standing in the middle of a tunnel, holding a stick in his hand. He is wearing a coat and a cap, and the walls of the tunnel are visible in the background.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_27_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_27_bottom.jpg,"a man wearing a hard hat standing in front of a brick wall, holding something in his hand. The image is in black and white.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_18_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_18_bottom.jpg,"a dark tunnel with a light at the end of it. The walls of the tunnel are visible, and there is water at the bottom of the image.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_31_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_31_top.jpg,"a person swimming in a body of water under a bridge, with a wall in the background.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_23_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_23_top.jpg,"a close up of a metal grate in a concrete wall, illuminated by a few lights.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_26_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_26_bottom.jpg,"a black and white photo of a brick wall with a hole in it. The wall appears to be old and weathered, with peeling paint and crumbling walls. The hole in the wall is clearly visible, with a few cracks and chips in the surface.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_30_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_30_bottom.jpg,a river with rocks in the middle of it and a wall in the background. The water is crystal clear and the rocks are jagged and uneven. The wall is a dark color and appears to be made of stone.,
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_18_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_18_top.jpg,"a dark tunnel with a light at the end of it, and water at the bottom. On the left side of the image, there is a white object, which appears to be a bomb shelter.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_29_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_29_bottom.jpg,"a brick wall with a small hole in it. The wall is made up of large, irregularly shaped stones of various sizes and colors, arranged in a pattern that creates a unique texture. The light from the hole casts a warm glow on the wall, illuminating the area around it.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_26_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_26_top.jpg,"a black and white photo of a pile of rubble in a room with a wall in the background. At the bottom of the image, there is some text.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_21_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_21_bottom.jpg,a dark tunnel with a light at the end of it. The walls are covered in rust and there is a pipe running along the side of the tunnel.,
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_13_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_13_top.jpg,"an old photo of a concrete wall with a hole in it, and at the top of the image there is a ceiling.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_34_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_34_top.jpg,"a dark room with a stone wall and a small stream running through it. On the right side of the image, there are a few objects on the wall, and at the bottom of the picture there is some text.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_31_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_31_bottom.jpg,"a dark room with a light at the end of it, and a wall in the background. At the bottom of the image, there is text.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_27_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_27_top.jpg,"a black and white photo of a piece of paper with a stamp on it, which appears to be a postcard with text and a stamp. The postcard is likely a document of some kind, as indicated by the text and stamp.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_24_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_24_bottom.jpg,"a dark tunnel with rocks and water at the bottom. The walls of the tunnel are visible, and the water is still and reflective.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_23_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_23_bottom.jpg,"a dark tunnel with a light at the end of it, surrounded by stones on the ground. On the right side of the image, there is an object that is not clearly visible.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_25_bottom.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_25_bottom.jpg,"a close up of a metal object on a wall, which appears to be a ventilator. The ventilators are made of metal and have a curved shape with a small opening at the top. The wall is painted a light color and has a rough texture.",
T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte,page_24_top.jpg,T02 C Odde A Poylo/doubles_images_pages/split_images/image_sans_texte/page_24_top.jpg,two men walking through a dark tunnel with rocks on the ground. They are both wearing helmets and one of them is holding an object.,
